WRI,Exposure,Vulnerability,Susceptibility,Lack of Coping Capabilities, Lack of Adaptive Capacities,Exposure Category,WRI Category,Vulnerability Category,Susceptibility Category
4.1728299768437305,4.9714285714285715,6.651061776061777,4.718235576154706,8.399872550581488,5.370438799076212,3.25,5.5,5.5,7.75
4.147568591677778,5.710714285714287,5.44353281853282,2.6397634649192905,6.957463756571611,5.299769053117783,5.5,5.5,3.25,3.25
4.117254929478634,4.803571428571429,6.819015444015445,3.957327792871983,8.368328819499762,6.618937644341801,3.25,5.5,7.75,5.5
4.097045821345871,4.310714285714286,7.860038610038611,7.107399712322199,8.204874940258085,6.731177829099307,3.25,5.5,7.75,10.0
4.076836713213108,5.542857142857143,5.526061776061777,3.2381332907144,7.142424725187192,4.7829099307159355,5.5,5.5,5.5,5.5
4.01620938881482,6.167857142857143,4.645752895752896,2.3981141121943423,6.4685359248048435,3.715935334872979,7.75,5.5,3.25,3.25
3.9858957266156763,5.246428571428572,5.753378378378379,3.9271216237813644,6.369603313684882,5.520092378752887,5.5,5.5,5.5,5.5
3.950529787383342,5.85,4.868725868725869,2.5851046827553144,5.753066751632945,4.864665127020785,5.5,5.5,3.25,3.25
3.920216125184198,4.214285714285714,7.58349420849421,6.626977784880934,8.624980086028357,5.993995381062356,1.0,3.25,7.75,7.75
3.905059294084626,4.0285714285714285,8.03088803088803,5.469074636407223,9.244384259996814,7.795381062355658,1.0,3.25,7.75,7.75
3.8797979089186727,5.189285714285715,5.594111969111969,3.1000479463001436,6.359566671977058,5.869284064665126,5.5,3.25,5.5,3.25
3.874745631885482,5.185714285714287,5.591216216216218,4.27665015182995,6.1803409271945196,4.900692840646651,5.5,3.25,5.5,5.5
3.798961476387622,4.864285714285714,5.91554054054054,4.1630174204890515,6.240560777441454,5.8831408775981515,3.25,3.25,5.5,5.5
3.763595537155288,6.239285714285714,4.101351351351351,2.188109317564328,4.296319898040465,4.45311778290993,7.75,3.25,3.25,3.25
3.7383341519893345,5.428571428571429,4.944015444015443,2.669969634009909,5.940895332165047,4.8217090069284065,5.5,3.25,3.25,3.25
3.7080204897901905,4.967857142857143,5.526061776061777,2.8914815406744445,6.240560777441454,5.987066974595843,3.25,3.25,5.5,3.25
3.5968703950599963,4.085714285714285,6.924710424710424,6.061690906185072,8.032818225266848,5.219399538106235,1.0,3.25,7.75,7.75
3.5817135639604243,4.857142857142858,5.387065637065637,3.2899152948697457,6.124422494822367,5.319168591224018,3.25,3.25,3.25,5.5
3.571609009894043,4.464285714285714,6.032818532818533,2.901550263704651,7.942488449896448,5.790300230946881,3.25,3.25,5.5,3.25
3.5210862395621363,4.7214285714285715,5.447876447876448,2.8396995365190985,6.54739525250916,5.515935334872979,3.25,3.25,3.25,3.25
3.4048838677987514,4.4071428571428575,5.695463320463322,3.4956049224868146,6.6965110721682315,5.452193995381061,3.25,3.25,5.5,5.5
3.3846747596659887,5.800000000000001,3.7842664092664093,2.1233818123701456,4.475545642823004,3.4304849884526556,5.5,3.25,1.0,1.0
3.273524664935794,4.707142857142857,4.8368725868725875,2.0974908102924723,5.8462641389198655,5.155658198614318,3.25,3.25,3.25,1.0
3.152270016139219,6.007142857142858,3.1399613899613903,1.9004315167012944,3.13780468376613,3.092378752886836,7.75,3.25,1.0,1.0
3.152270016139219,6.367857142857144,2.8648648648648654,2.1348889244046667,2.2832563326429822,2.902540415704388,7.75,3.25,1.0,1.0
3.142165462072837,4.214285714285714,5.27992277992278,3.563209205689627,6.193245180818863,4.681755196304849,1.0,3.25,3.25,5.5
3.0865904147077403,5.782142857142858,3.193532818532819,1.9220073517660219,2.321969093516011,4.012471131639722,5.5,3.25,1.0,1.0
3.0865904147077403,4.678571428571429,4.3938223938223935,1.878855681636567,6.029791301577188,3.91824480369515,3.25,3.25,3.25,1.0
3.081538137674549,5.157142857142857,3.785714285714285,1.9220073517660219,3.757208857734587,4.3270207852194,5.5,3.25,1.0,1.0
3.0714335836081683,3.492857142857143,6.693050193050194,4.755633690266901,8.226382029631989,5.621247113163972,1.0,3.25,7.75,7.75
3.0562767525085963,4.492857142857144,4.573359073359073,1.372542752117628,4.898518400509797,6.014780600461894,3.25,3.25,3.25,1.0
3.0512244754754057,4.707142857142857,4.253378378378379,2.3003036599009112,4.775211088099411,4.320092378752886,3.25,3.25,3.25,3.25
3.031015367342643,4.217857142857143,4.944015444015443,2.7390123062170373,5.211088099410546,5.460508083140877,1.0,3.25,3.25,3.25
2.9804925970107363,4.621428571428572,4.191119691119692,2.859836982579511,3.745738410068504,4.598614318706697,3.25,3.25,3.25,3.25
2.894603887446495,4.217857142857143,4.545849420849422,3.1518299504554896,5.122192129998407,4.00554272517321,1.0,3.25,3.25,5.5
2.8743947793137323,2.992857142857143,7.5357142857142865,6.368067764104204,7.978333598852956,6.731177829099307,1.0,3.25,7.75,7.75
2.869342502280542,4.946428571428571,3.51061776061776,1.8515262905545788,3.5134618448303323,3.8392609699769045,3.25,3.25,1.0,1.0
2.869342502280542,5.0357142857142865,3.4136100386100385,2.2283842096851525,3.446072964792098,3.2628175519630482,5.5,3.25,1.0,3.25
2.8642902252473514,4.739285714285714,3.737934362934363,2.2039315966117945,3.7385693802772018,3.9362586605080834,3.25,3.25,1.0,3.25
2.8642902252473514,3.9500000000000006,4.915057915057915,1.6357679399073037,5.837661303170304,5.83325635103926,1.0,3.25,3.25,1.0
2.8440811171145888,3.4392857142857145,5.985038610038611,3.281284960843855,7.013382188943764,6.183833718244803,1.0,3.25,5.5,5.5
2.8188197319486354,4.685714285714286,3.684362934362935,2.3060572159181714,3.6080930380755136,3.8087759815242492,3.25,3.25,1.0,3.25
2.8137674549154448,4.896428571428572,3.432432432432433,2.042832028128496,3.288354309383463,3.6452655889145493,3.25,3.25,1.0,1.0
2.7885060697494914,3.9892857142857143,4.613899613899616,2.671408023014224,4.998884817588019,4.781524249422633,1.0,1.0,3.25,3.25
2.763244684583538,4.9714285714285715,3.2224903474903477,1.973789355921368,2.499761032340289,3.8766743648960738,3.25,1.0,1.0,1.0
2.737983299417585,4.542857142857143,3.652509652509653,1.9838580789515743,3.652541022781584,3.9833718244803693,3.25,1.0,1.0,1.0
2.7228264683180132,3.2464285714285714,6.041505791505793,4.867828032603484,6.153098613987574,5.64757505773672,1.0,1.0,5.5,7.75
2.717774191284822,4.178571428571429,4.085424710424711,2.2959884928879655,4.627529074398598,3.9875288683602763,1.0,1.0,1.0,3.25
2.712721914251632,5.5357142857142865,2.6172779922779923,1.8040594534121783,1.8502469332483678,2.926096997690531,5.5,1.0,1.0,1.0
2.6975650831520595,4.385714285714286,3.737934362934363,1.887486015662458,4.3278636291221915,3.670207852193995,3.25,1.0,1.0,1.0
2.652094589853344,4.553571428571429,3.3976833976833984,1.9781045229343137,3.5894535606181295,3.3210161662817548,3.25,1.0,1.0,1.0
2.5510490491895306,3.842857142857143,4.0868725868725875,2.8886047626658145,4.402421538951728,3.634180138568129,1.0,1.0,1.0,3.25
2.5156831099571964,3.3214285714285716,4.9961389961389955,2.9029886527089657,5.36737294886092,5.301154734411085,1.0,1.0,3.25,3.25
2.4954740018244337,3.617857142857143,4.306949806949808,2.2844813808534443,4.7967181774733145,4.468360277136258,1.0,1.0,3.25,3.25
2.4853694477580524,4.7285714285714295,2.7722007722007724,1.9378296308134888,2.0911263342361,3.010623556581986,3.25,1.0,1.0,1.0
2.4500035085257177,3.746428571428572,3.913127413127413,2.628256352884769,3.572247889119006,4.19122401847575,1.0,1.0,1.0,3.25
2.4348466774261457,4.510714285714286,2.8605212355212357,1.9061850727185554,2.180022303648239,3.2101616628175518,3.25,1.0,1.0,1.0
2.4297944003929555,4.039285714285715,3.412162162162162,1.911938628735816,3.2625458021347775,3.7408775981524247,1.0,1.0,1.0,1.0
2.4045330152270017,3.039285714285714,5.240830115830116,2.8440147035320438,5.191014815994903,6.230946882217089,1.0,1.0,3.25,3.25
2.384323907094239,4.192857142857143,3.0690154440154447,2.034201694102605,2.5255695395889752,3.3487297921478056,1.0,1.0,1.0,1.0
2.3540102448950955,4.353571428571429,2.8055019305019306,1.526450375579351,2.2043970049386648,3.393071593533487,3.25,1.0,1.0,1.0
2.343905690828714,2.925,5.294401544401545,2.8555218155665654,6.743826668790824,4.871593533487298,1.0,1.0,3.25,3.25
2.303487474563189,3.2964285714285713,4.204150579150578,2.458526450375579,4.528596463278637,4.266050808314087,1.0,1.0,3.25,3.25
2.288330643463617,3.992857142857143,3.0284749034749034,1.8313888444941662,2.8625139397801496,3.104849884526559,1.0,1.0,1.0,1.0
2.2782260893972355,4.307142857142858,2.6303088803088803,1.8644717915934153,1.7599171578779673,2.9953810623556576,3.25,1.0,1.0,1.0
2.222651042032138,3.2035714285714287,4.073841698841699,2.0787917532363753,3.6883861717380917,5.068360277136259,1.0,1.0,1.0,1.0
2.1923373798329946,2.4607142857142854,6.112451737451737,3.1489531724468596,7.4564282300462015,6.248960739030022,1.0,1.0,5.5,5.5
2.146866886534278,2.5,5.691119691119692,3.5718395397155187,6.320853911104031,5.72933025404157,1.0,1.0,5.5,5.5
2.141814609501088,3.875,2.7055984555984556,1.8227585104682755,1.9936275290743986,3.024480369515011,1.0,1.0,1.0,1.0
2.126657778401516,3.1785714285714284,3.727799227799228,2.3866070001598207,3.7959216186076157,3.6757505773672055,1.0,1.0,1.0,3.25
2.0306645147708933,3.6571428571428575,2.586872586872587,1.9220073517660219,1.711167755297116,2.8609699769053116,1.0,1.0,1.0,1.0
2.0003508525717493,3.6571428571428575,2.4855212355212357,1.8745405146236216,1.5548829058467417,2.766743648960739,1.0,1.0,1.0,1.0
1.9397235281734617,1.932142857142857,7.162162162162163,5.784081828352246,8.44862195316234,5.766743648960739,1.0,1.0,7.75,7.75
1.828573433443267,2.189285714285714,4.903474903474905,2.075914975227745,5.2268599649514105,5.967667436489607,1.0,1.0,3.25,1.0
1.7780506631113608,2.971428571428571,2.5492277992277996,1.8342656225027967,1.7814242472518718,2.7709006928406468,1.0,1.0,1.0,1.0
1.626482352115641,1.7892857142857141,5.197393822393822,2.4383890043151673,6.197546598693643,5.522863741339491,1.0,1.0,3.25,3.25
1.3536593923233458,1.5178571428571426,3.7553088803088808,1.9996803579990412,3.6582762466146255,4.257736720554273,1.0,1.0,1.0,1.0
1.0,1.0,3.732142857142857,1.163976346491929,3.9436036323084274,4.723325635103926,1.0,1.0,1.0,1.0
10.0,10.000000000000002,7.214285714285715,4.79734697139204,8.123148000637247,7.181524249422632,10.0,10.0,7.75,7.75
10.0,10.000000000000002,6.322393822393822,3.7991050023973147,8.021347777600765,5.680831408775981,10.0,10.0,5.5,5.5
10.0,10.000000000000002,6.523648648648649,4.665015182995045,8.008443523976421,5.434180138568128,10.0,10.0,5.5,7.75
10.0,10.000000000000002,7.257722007722009,5.359757072079271,8.055759120599012,6.826789838337182,10.0,10.0,7.75,7.75
10.0,10.000000000000002,7.977316602316604,5.697778488093336,8.834315755934364,7.814780600461893,10.0,10.0,7.75,7.75
10.0,10.000000000000002,7.673262548262549,6.135048745405147,8.53608411661622,6.810161662817552,10.0,10.0,7.75,7.75
9.548452740158588,10.000000000000002,4.6833976833976845,2.915934153747802,5.661303170304285,4.106697459584295,10.0,10.0,3.25,3.25
9.528243632025823,10.000000000000002,7.777509652509654,6.064567684193703,8.887366576389994,6.8364896073903,10.0,10.0,7.75,7.75
9.502982246859872,10.000000000000002,6.412162162162163,4.0551382451654145,7.323084275927991,6.365357967667436,10.0,10.0,5.5,5.5
9.26047294926672,9.939285714285717,8.138030888030888,7.314527728943583,7.849291062609527,7.672055427251732,10.0,10.0,10.0,10.0
9.023015928706759,9.657142857142858,8.161196911196912,7.179319162537958,8.513143221284052,7.2272517321016165,10.0,10.0,10.0,10.0
8.972493158374853,10.000000000000002,4.493725868725869,1.8946779606840338,5.745897721841644,4.462817551963048,10.0,10.0,3.25,1.0
8.65925198231703,10.000000000000002,4.812258687258687,2.539076234617229,5.160904890871436,5.321939953810623,10.0,10.0,3.25,3.25
8.512735948354504,10.000000000000002,6.846525096525097,5.146875499440627,8.130317030428548,5.779214780600461,10.0,10.0,7.75,7.75
8.11360606273244,10.000000000000002,3.374517374517375,2.234137765702413,2.2173012585630074,4.333949191685912,10.0,10.0,1.0,3.25
7.840783102940146,10.000000000000002,6.012548262548263,3.5718395397155187,7.267165843555839,5.737644341801386,10.0,10.0,5.5,5.5
7.6033260823801845,7.767857142857142,8.568050193050194,7.4914495764743485,9.086665604588179,7.54041570438799,10.0,10.0,10.0,10.0
7.461862325450847,9.80357142857143,6.244208494208495,3.8508870065526604,7.4693324836705415,5.938568129330253,10.0,10.0,5.5,5.5
7.194091642691742,10.000000000000002,4.670366795366796,2.790794310372383,4.879878923052413,4.945034642032333,10.0,10.0,3.25,3.25
7.128412041260264,9.971428571428573,5.743243243243244,3.7099248841297747,6.8069141309542776,5.274826789838336,10.0,10.0,5.5,5.5
6.992000561364116,6.557142857142859,9.504826254826256,8.678120505034363,9.32180978174287,8.85958429561201,7.75,10.0,10.0,10.0
6.906111851799875,7.639285714285714,7.715250965250966,5.897714559693144,8.283734267962403,7.404618937644342,10.0,10.0,7.75,7.75
6.875798189600731,8.928571428571429,6.293436293436294,3.9386287358158865,7.850724868567788,5.62540415704388,10.0,10.0,5.5,5.5
6.860641358501159,6.417857142857143,9.52799227799228,8.623461722870385,8.890234188306517,9.397228637413395,7.75,10.0,10.0,10.0
6.70907304750544,6.842857142857143,8.53330115830116,7.477065686431198,8.256491954755457,8.258198614318705,7.75,10.0,10.0,10.0
6.688863939372676,9.014285714285716,5.985038610038611,3.8839699536519094,6.945993308905528,5.66974595842956,10.0,10.0,5.5,5.5
6.663602554206723,7.246428571428572,7.862934362934364,5.752437270257312,8.653656205193563,7.61108545034642,10.0,10.0,7.75,7.75
6.592870675742054,6.475000000000001,8.944498069498072,9.509509349528528,8.325314640751953,7.411547344110854,7.75,10.0,10.0,10.0
6.577713844642482,6.067857142857143,9.682915057915059,8.962921527888765,9.607137167436674,8.82217090069284,7.75,10.0,10.0,10.0
6.542347905410148,7.025,7.9845559845559855,6.506153108518459,8.126015612553768,7.744110854503464,10.0,10.0,7.75,7.75
6.501929689144623,7.896428571428572,6.82046332046332,4.931117148793351,8.199139716425043,5.848498845265588,10.0,10.0,7.75,7.75
6.446354641779526,7.9857142857142875,6.646718146718147,4.92248681476746,6.504381073761351,6.993071593533486,10.0,10.0,7.75,7.75
6.314995438916568,7.664285714285715,6.813223938223938,4.560012785680039,8.197705910466784,6.183833718244803,10.0,10.0,7.75,7.75
6.274577222651043,6.15357142857143,8.943050193050194,8.801821959405466,9.096702246296001,7.343648960739029,7.75,10.0,10.0,10.0
6.229106729352327,5.982142857142858,9.171814671814673,8.540035160620105,8.762625458021349,8.574133949191683,7.75,7.75,10.0,10.0
6.213949898252755,6.307142857142859,8.555019305019306,7.3619945660859845,8.659391429026606,8.039260969976905,7.75,7.75,10.0,10.0
6.047224756157464,8.339285714285715,5.746138996138997,2.7850407543551223,7.18687270989326,5.809699769053117,10.0,7.75,5.5,3.25
6.021963370991511,6.092857142857143,8.570945945945946,8.171807575515423,9.323243587701132,6.666050808314087,7.75,7.75,10.0,10.0
6.006806539891938,5.453571428571429,9.846525096525097,7.963241169889724,9.86808985184005,10.0,5.5,7.75,10.0,10.0
