WRI,Exposure,Vulnerability,Susceptibility,Lack of Coping Capabilities, Lack of Adaptive Capacities,Exposure Category,WRI Category,Vulnerability Category,Susceptibility Category
3.748438706055716,5.196428571428571,5.278474903474903,2.786479143359437,6.925920025489884,4.716397228637413,5.5,3.25,3.25,3.25
3.733281874956144,4.517857142857143,6.381756756756756,5.040434713121304,6.168870479528437,6.4429561200923775,3.25,3.25,5.5,7.75
3.733281874956144,5.064285714285715,5.434845559845559,4.073837302221511,6.355265254102278,4.473903002309468,5.5,3.25,5.5,5.5
3.7231773208897625,6.325000000000001,3.949324324324324,2.1305737573917214,4.08841803409272,4.275750577367205,7.75,3.25,1.0,1.0
3.702968212757,5.125,5.274131274131275,2.6901070800703213,6.27210450852318,5.4286374133949185,5.5,3.25,3.25,3.25
3.632236334292331,4.021428571428572,7.194015444015445,5.7049704331149105,8.039987255058149,6.32933025404157,1.0,3.25,7.75,7.75
3.495824854396183,4.7285714285714295,5.371138996138997,2.6426402429279205,6.554564282300461,5.481293302540415,3.25,3.25,5.5,3.25
3.4554066381306576,4.717857142857143,5.2857142857142865,2.9504554898513664,6.151664808029313,5.328868360277136,3.25,3.25,3.25,5.5
3.4301452529647047,4.389285714285714,5.796814671814673,2.6599009109797027,8.035685837183367,5.255427251732101,3.25,3.25,5.5,3.25
3.425092975931514,3.9571428571428573,6.697393822393822,5.198657503595973,7.886570017524296,5.538106235565819,1.0,3.25,7.75,7.75
3.409936144831942,6.067857142857143,3.585907335907337,1.9018699057056097,3.179385056555679,4.3284064665127016,7.75,3.25,1.0,1.0
3.39477931373237,3.6357142857142857,7.451737451737452,4.014863353044589,9.22861239445595,7.548729792147806,1.0,3.25,7.75,5.5
3.359413374500036,3.685714285714286,7.192567567567568,4.196100367588301,8.647920981360524,7.189838337182447,1.0,3.25,7.75,7.75
3.3543610974668447,4.510714285714286,5.362451737451737,2.89291992967876,6.23195794169189,5.5256351039260965,3.25,3.25,5.5,5.5
3.283629219002176,5.696428571428571,3.66988416988417,2.285919769857759,4.345069300621316,3.0757505773672054,5.5,3.25,1.0,1.0
3.2432110027366505,6.014285714285714,3.3122586872586877,2.0457088061371262,3.133503265891349,3.4484988452655885,7.75,3.25,1.0,1.0
3.142165462072837,4.914285714285715,4.2142857142857135,2.4930477864791434,4.482714672614307,4.306235565819861,5.5,3.25,3.25,3.25
3.1270086309732656,6.264285714285714,2.8981660231660236,2.195301262585904,2.7865222239923524,2.4508083140877597,7.75,3.25,1.0,1.0
3.116904076906884,4.867857142857144,4.22007722007722,2.405306057215918,4.462641389198662,4.42540415704388,3.25,3.25,3.25,3.25
3.116904076906884,4.575000000000001,4.626930501930502,2.5218155665654467,4.115660347299666,5.818013856812932,3.25,3.25,3.25,3.25
3.116904076906884,4.1535714285714285,5.332046332046332,3.2726546268179635,5.969571451330253,5.327482678983833,3.25,3.25,3.25,5.5
3.000701705143499,6.125,2.7620656370656373,2.0816685312450054,2.5900908077106894,2.3607390300230944,7.75,3.25,1.0,1.0
2.985544874043927,3.5357142857142856,6.260135135135135,3.420808694262426,7.436354946630557,6.430484988452656,1.0,3.25,5.5,5.5
2.9754403199775457,4.714285714285714,4.0550193050193055,2.7260668051782004,3.741436992193723,4.340877598152425,3.25,3.25,3.25,3.25
2.9451266577784017,5.125,3.500482625482625,2.1679718715039153,3.4546758005416605,3.5621247113163967,5.5,3.25,1.0,1.0
2.92996982667883,4.1000000000000005,4.864382239382239,2.8713440946140323,4.917157877967181,5.388452655889145,3.25,3.25,3.25,3.25
2.8440811171145888,4.003571428571428,4.7630308880308885,2.3463321080389963,5.443364664648717,5.093302540415705,1.0,3.25,3.25,3.25
2.8339765630482074,3.2607142857142857,6.4527027027027035,3.945820680837462,7.768997928946948,6.156120092378752,1.0,3.25,7.75,5.5
2.8188197319486354,4.1607142857142865,4.416988416988417,2.7346971392040915,4.858371833678509,4.290993071593532,3.25,3.25,3.25,3.25
2.8137674549154448,5.607142857142858,2.7693050193050195,1.9565286878695862,1.8086665604588177,3.260046189376443,5.5,3.25,1.0,1.0
2.7986106238158728,4.892857142857142,3.3991312741312742,2.2873581588620744,3.180818862513939,3.4193995381062354,5.5,3.25,1.0,3.25
2.793558346782682,4.889285714285714,3.3875482625482625,1.9622822438868468,3.780149753066751,3.1228637413394917,5.5,3.25,1.0,1.0
2.7885060697494914,4.6535714285714285,3.642374517374518,2.3391401630174204,3.314162816632148,3.9390300230946877,3.25,3.25,1.0,3.25
2.768296961616729,4.396428571428572,3.918918918918919,1.8860476266581427,4.251871913334396,4.263279445727482,3.25,3.25,1.0,1.0
2.737983299417585,4.614285714285715,3.554054054054054,1.985296467955889,3.6554086346981043,3.696535796766743,3.25,1.0,1.0,1.0
2.717774191284822,4.057142857142857,4.269305019305019,2.8569602045708806,4.095587063884021,4.487759815242494,3.25,1.0,3.25,3.25
2.6419900357869626,4.246428571428572,3.7712355212355217,2.3146875499440625,4.0855504221761985,3.588452655889145,3.25,1.0,1.0,3.25
2.636937758753772,4.914285714285715,2.9792471042471047,2.1492728144478184,1.9319738728692055,3.5551963048498845,5.5,1.0,1.0,1.0
2.636937758753772,3.978571428571428,4.141891891891891,1.4775451494326355,5.6268918273060375,3.9681293302540412,1.0,1.0,3.25,1.0
2.5763104343554843,4.4107142857142865,3.3701737451737457,2.0011187470033565,3.169348414847857,3.6244803695150116,3.25,1.0,1.0,1.0
2.5561013262227217,4.4035714285714285,3.316602316602317,2.20536998561611,3.4546758005416605,2.998152424942263,3.25,1.0,1.0,1.0
2.5510490491895306,3.4285714285714284,4.8846525096525095,2.495924564487774,5.238330412617492,5.496535796766743,1.0,1.0,3.25,3.25
2.5409444951231492,3.771428571428572,4.180984555984557,2.1996164295988496,5.150868249163613,3.844803695150115,1.0,1.0,3.25,1.0
2.505578555890815,4.825000000000001,2.7388996138996142,2.0370784721112356,1.845945515373586,3.05635103926097,3.25,1.0,1.0,1.0
2.4954740018244337,3.9214285714285717,3.781370656370657,2.3463321080389963,3.519197068663374,4.133025404157044,1.0,1.0,1.0,3.25
2.4853694477580524,3.0785714285714283,5.491312741312742,4.137126418411379,5.718655408634698,5.190300230946882,1.0,1.0,5.5,7.75
2.4803171707248617,4.632142857142857,2.859073359073359,2.025571360076714,2.1241038712760867,3.1436489607390294,3.25,1.0,1.0,1.0
2.384323907094239,3.4071428571428575,4.301158301158301,1.930637685791913,4.805321013222878,4.7870669745958425,1.0,1.0,3.25,1.0
2.384323907094239,4.053571428571429,3.2398648648648654,2.2096851526290555,2.7965588657001748,3.408314087759815,1.0,1.0,1.0,1.0
2.379271630061049,3.039285714285714,5.127895752895753,2.0715998082147995,5.603950931973873,6.250346420323325,1.0,1.0,3.25,1.0
2.283278366430426,2.8892857142857142,5.123552123552123,2.977784880933355,5.520790186394775,5.4438799076212465,1.0,1.0,3.25,5.5
2.2327555960985195,4.007142857142857,2.8402509652509655,1.6645357199936073,2.357814242472519,3.2101616628175518,1.0,1.0,1.0,1.0
2.2327555960985195,4.164285714285715,2.653474903474904,1.9076234617228702,1.8875258881631352,2.895612009237875,3.25,1.0,1.0,1.0
2.2125464879657573,3.3321428571428573,3.7726833976833984,2.405306057215918,3.7744145292337103,3.8032332563510387,1.0,1.0,1.0,3.25
2.197389656866185,3.039285714285714,4.322876447876448,2.6225027968675083,4.918591683925442,4.069284064665127,1.0,1.0,3.25,3.25
2.141814609501088,3.8142857142857145,2.766409266409267,1.8371424005114272,2.079655886570017,3.1034642032332562,1.0,1.0,1.0,1.0
2.1317100554347066,2.4357142857142855,5.861969111969113,2.8310692024932074,7.483670543253147,5.81108545034642,1.0,1.0,5.5,3.25
2.1317100554347066,3.675,2.922779922779923,2.0917372542752117,2.1355743189421696,3.251732101616628,1.0,1.0,1.0,1.0
2.1216055013683253,3.542857142857143,3.071911196911197,1.8328272334984819,3.6310339334076787,2.485450346420323,1.0,1.0,1.0,1.0
2.111500947301944,3.5964285714285715,2.9662162162162162,2.0457088061371262,2.445276405926398,3.120092378752887,1.0,1.0,1.0,1.0
1.919514420040699,2.867857142857143,3.428088803088803,1.3020616909061848,4.550103552652541,3.1297921478060045,1.0,1.0,1.0,1.0
1.8790962037751737,2.2749999999999995,4.894787644787645,1.6645357199936073,6.032658913493707,5.5602771362586605,1.0,1.0,3.25,1.0
1.8639393726756017,1.839285714285714,7.134652509652511,5.736614991209844,8.470129042536243,5.712702078521939,1.0,1.0,7.75,7.75
1.7729983860781702,2.775,2.886583011583012,1.9320760747962282,2.6589134937071845,2.7944572748267897,1.0,1.0,1.0,1.0
1.7174233387130728,1.8678571428571427,5.621621621621621,3.3647115230941345,6.385375179225745,5.664203233256351,1.0,1.0,5.5,5.5
1.6062732439828784,1.9857142857142855,4.034749034749035,2.265782323797347,3.7385693802772018,4.7288683602771355,1.0,1.0,3.25,1.0
1.5456459195845906,1.7964285714285713,4.364864864864865,1.9349528528048583,5.927991078540703,3.8766743648960738,1.0,1.0,3.25,1.0
1.303136621991439,1.339285714285714,4.39527027027027,2.0054339140163018,5.064839891667994,4.730254041570438,1.0,1.0,3.25,1.0
1.030313662199144,1.0,3.290540540540541,1.1121943423365828,2.9055281185279593,4.5071593533487295,1.0,1.0,1.0,1.0
10.0,10.000000000000002,7.230212355212357,5.04762665814288,8.107376135096382,6.998614318706697,10.0,10.0,7.75,7.75
10.0,10.000000000000002,6.724903474903476,4.608918011826754,7.9453560618129675,6.128406466512702,10.0,10.0,7.75,7.75
10.0,10.000000000000002,6.323841698841699,4.004794630014384,8.199139716425043,5.312240184757505,10.0,10.0,5.5,5.5
10.0,10.000000000000002,7.178088803088803,5.266261786798786,8.061494344432054,6.685450346420322,10.0,10.0,7.75,7.75
10.0,10.000000000000002,7.7746138996139,5.605721591817165,8.808507248685677,7.346420323325635,10.0,10.0,7.75,7.75
10.0,10.000000000000002,8.191602316602317,6.337861595013585,8.721045085231799,7.922863741339492,10.0,10.0,10.0,7.75
9.74549154445302,10.000000000000002,4.818050193050194,3.1173086143519257,5.734427274175561,4.228637413394919,10.0,10.0,3.25,5.5
9.639393726756019,10.000000000000002,6.5323359073359075,4.429119386287358,7.27433487334714,6.3999999999999995,10.0,10.0,7.75,7.75
9.639393726756019,10.000000000000002,7.890444015444016,5.851686111555059,8.938983590887366,7.315935334872979,10.0,10.0,7.75,7.75
9.447407199494773,9.657142857142858,8.650579150579153,7.875499440626498,8.54612075832404,7.9284064665127,10.0,10.0,10.0,10.0
9.280682057399481,9.939285714285717,8.159749034749035,7.602205529806616,8.09877329934682,7.216166281755196,10.0,10.0,7.75,10.0
9.18974107080205,10.000000000000002,4.644305019305019,2.396675723190027,5.515054962561733,4.636027713625865,10.0,10.0,3.25,3.25
8.502631394288121,10.000000000000002,6.837837837837839,5.247562729742688,8.18480165684244,5.6073903002309455,10.0,10.0,7.75,7.75
8.457160900989404,10.000000000000002,4.655888030888031,2.5361994566085984,5.314322128405289,4.7288683602771355,10.0,10.0,3.25,3.25
7.9367763665707685,7.767857142857142,9.05453667953668,7.465558574396676,9.333280229408953,8.72378752886836,10.0,10.0,10.0,10.0
7.886253596238862,10.000000000000002,6.063223938223938,3.4553300303659897,7.285805321013223,5.977367205542724,10.0,10.0,5.5,5.5
7.749842116342714,10.000000000000002,3.147200772200773,2.3362633850087904,1.9592161860761514,3.829561200923787,10.0,10.0,1.0,3.25
7.6033260823801845,9.80357142857143,6.40492277992278,3.8365031165095096,7.492273379002709,6.388914549653578,10.0,10.0,5.5,5.5
7.168830257525789,7.639285714285714,8.106177606177608,6.506153108518459,8.398438744623228,7.830023094688221,10.0,10.0,7.75,7.75
7.1536734264262165,9.971428571428573,5.772200772200772,3.705609717116829,6.8183845786203605,5.352424942263279,10.0,10.0,5.5,5.5
7.052627885762404,6.557142857142859,9.611969111969115,8.764423845293273,9.523976421857576,8.887297921478059,7.75,10.0,10.0,10.0
6.956634622131782,8.928571428571429,6.39333976833977,3.9860955729582863,7.86506292815039,5.852655889145496,10.0,10.0,5.5,5.5
6.800014034102871,9.014285714285716,6.122586872586872,4.091097970273294,7.143858531145451,5.673903002309468,10.0,10.0,5.5,5.5
6.774752648936917,6.417857142857143,9.370173745173748,8.590378775771137,8.914608889596941,8.951039260969978,7.75,10.0,10.0,10.0
6.759595817837345,6.842857142857143,8.612934362934364,7.42240690426722,8.237852477298071,8.558891454965355,7.75,10.0,10.0,10.0
6.698968493439058,10.000000000000002,4.217181467181467,2.7203132491609394,4.86410705751155,3.724249422632794,10.0,10.0,3.25,3.25
6.688863939372676,6.067857142857143,9.891409266409267,9.04490970113473,9.64441612235144,9.30300230946882,7.75,10.0,10.0,10.0
6.648445723107151,7.246428571428572,7.845559845559848,6.078951574236855,8.696670383941372,7.202309468822171,10.0,10.0,7.75,7.75
6.648445723107151,6.475000000000001,9.04295366795367,9.277928719833787,8.461526206786681,7.7870669745958425,7.75,10.0,10.0,10.0
6.527191074310576,7.025,7.962837837837839,6.632731340898195,8.017046359725985,7.665127020785218,10.0,10.0,7.75,7.75
6.446354641779526,7.896428571428572,6.745173745173746,4.879335144638006,8.247889119005894,5.635103926096997,10.0,10.0,7.75,7.75
6.3402568240825214,6.15357142857143,9.06322393822394,8.987374140962123,9.033614784132547,7.573672055427251,7.75,10.0,10.0,10.0
6.33015227001614,5.982142857142858,9.367277992277993,8.202013744606042,8.81711008443524,9.408314087759816,7.75,10.0,10.0,10.0
6.320047715949759,7.664285714285715,6.816119691119692,4.423365830270098,8.081567627847699,6.437413394919168,10.0,10.0,7.75,7.75
6.2796294996842335,6.307142857142859,8.673745173745175,7.632411698897235,8.698104189899635,8.082217090069285,7.75,7.75,10.0,10.0
6.203845344186374,7.9857142857142875,6.3050193050193055,4.767140802301423,6.541660028676118,6.128406466512702,10.0,7.75,5.5,7.75
6.1280611886885135,8.339285714285715,5.85907335907336,2.9260028767780084,7.188306515851522,5.998152424942262,10.0,7.75,5.5,3.25
6.047224756157464,6.092857142857143,8.617277992277995,8.049544510148634,9.258722319579416,6.977829099307159,7.75,7.75,10.0,10.0
6.006806539891938,6.585714285714285,7.723938223938225,5.1857120025571355,8.240720089214593,8.155658198614319,7.75,7.75,7.75,7.75
5.895656445161745,5.453571428571429,9.603281853281855,7.856800383570402,9.85805321013223,9.415242494226327,5.5,7.75,10.0,10.0
5.850185951863027,5.864285714285716,8.653474903474905,7.779127377337382,8.523179862991876,8.051732101616626,7.75,7.75,10.0,10.0
5.683460809767736,5.632142857142858,8.766409266409267,6.77944701933834,9.025011948382986,8.854041570438799,5.5,7.75,10.0,7.75
5.607676654269877,6.060714285714285,7.829633204633206,5.179958446539876,8.974828739843874,7.756581986143186,7.75,7.75,7.75,7.75
5.552101606904779,5.296428571428573,9.192084942084943,9.289435831868309,8.53608411661622,8.133487297921477,5.5,7.75,10.0,10.0
5.461160620307347,5.232142857142858,9.138513513513514,7.753236375259709,8.67946471244225,9.321016166281755,5.5,7.75,10.0,10.0
5.420742404041822,5.921428571428573,7.696428571428573,6.309093814927282,7.601242631830491,7.612471131639723,7.75,7.75,7.75,7.75
5.370219633709916,6.5285714285714285,6.690154440154441,4.240690426722072,7.714513302533058,6.606466512702077,7.75,7.75,7.75,7.75
5.299487755245246,5.046428571428571,9.199324324324325,7.584944861754835,9.273060379162022,9.085450346420323,5.5,7.75,10.0,10.0
5.243912707880149,7.221428571428573,5.657818532818533,3.8695860636087587,6.644894057670861,5.033718244803695,10.0,7.75,5.5,5.5
5.1984422145814335,6.689285714285715,6.181949806949808,3.745884609237654,7.523817110084435,5.809699769053117,7.75,7.75,5.5,5.5
5.158023998315908,10.000000000000002,2.8344594594594597,1.9464599648393799,2.514099091922893,2.7736720554272516,10.0,7.75,1.0,1.0
5.152971721282718,5.057142857142857,8.821428571428573,7.669809813009429,9.096702246296001,8.084988452655889,5.5,7.75,10.0,10.0
5.137814890183146,5.157142857142857,8.560810810810812,8.540035160620105,8.391269714831926,7.182909930715935,5.5,7.75,10.0,10.0
5.117605782050383,5.203571428571429,8.413127413127414,6.910340418731021,8.794169189103075,7.93810623556582,5.5,7.75,10.0,10.0
5.087292119851239,5.039285714285715,8.702702702702705,9.05641681316925,8.40417396845627,7.078983833718245,5.5,7.75,10.0,10.0
5.072135288751667,4.985714285714286,8.795366795366798,7.354802621064408,9.812171419467898,7.623556581986143,5.5,7.75,10.0,10.0
4.981194302154236,4.664285714285715,9.35714285714286,8.92552341377657,8.600605384737932,8.891454965357966,3.25,7.75,10.0,10.0
4.945828362921901,6.039285714285715,6.581563706563706,4.2334984817004955,7.195475545642823,6.801847575057736,7.75,7.75,7.75,7.75
4.85993965335766,5.307142857142857,7.619691119691121,6.536359277609078,8.052891508682492,6.735334872979214,5.5,7.75,7.75,7.75
4.844782822258088,6.4,5.912644787644789,3.11011666933035,7.513780468376613,5.655889145496535,7.75,7.75,5.5,5.5
4.844782822258088,6.517857142857142,5.766409266409266,4.102605082307814,7.04635972598375,4.731639722863742,7.75,7.75,5.5,5.5
4.834678268191706,4.810714285714285,8.621621621621623,8.842096851526291,7.984068822685996,7.457274826789837,3.25,7.75,10.0,10.0
4.814469160058945,4.7214285714285715,8.791023166023168,8.115710404347132,7.975465986936435,8.651732101616627,3.25,7.75,10.0,10.0
4.794260051926182,4.9107142857142865,8.290057915057917,7.8222790474668376,8.824279114226542,6.674364896073903,5.5,7.75,10.0,10.0
4.774050943793419,7.014285714285714,5.116312741312742,2.6397634649192905,6.329456746853593,4.968591224018475,10.0,7.75,3.25,3.25
4.7487895586274655,4.667857142857143,8.747586872586872,8.311331308933996,8.533216504699697,7.799538106235565,3.25,7.75,10.0,10.0
4.743737281594274,6.032142857142857,6.20511583011583,3.5013584785040752,7.728851362115659,5.910854503464203,7.75,7.75,5.5,5.5
4.733632727527894,6.625,5.447876447876448,3.827872782483619,6.201848016568425,4.899307159353348,7.75,7.75,5.5,5.5
4.678057680162796,5.0285714285714285,7.745656370656372,7.661179478983538,7.81918113748606,6.24203233256351,5.5,5.5,7.75,10.0
4.612378078731318,5.385714285714286,6.923262548262549,4.811730861435192,7.485104349211406,6.947344110854503,5.5,5.5,7.75,7.75
4.577012139498983,8.289285714285715,3.795849420849421,2.366469554099409,3.8131272901067392,3.872517321016166,10.0,5.5,1.0,3.25
4.561855308399411,4.807142857142857,7.939671814671817,5.118107719354324,8.903138441930858,8.202771362586603,3.25,5.5,7.75,7.75
4.54669847729984,5.014285714285714,7.457528957528957,5.381332907143998,7.985502628644257,7.450346420323325,5.5,5.5,7.75,7.75
4.541646200266649,4.821428571428571,7.854247104247106,6.9549304778647905,7.7259837501991395,7.324249422632794,3.25,5.5,7.75,10.0
4.526489369167077,4.567857142857143,8.417471042471044,7.769058654307177,8.746853592480486,7.1690531177829095,3.25,5.5,10.0,10.0
4.481018875868361,7.196428571428573,4.473455598455599,2.4685951734057854,5.95810100366417,3.6480369515011546,10.0,5.5,3.25,3.25
4.481018875868361,5.892857142857144,5.877895752895753,4.065206968195621,6.977537039987256,5.15704387990762,7.75,5.5,5.5,5.5
4.47596659883517,5.9035714285714285,5.847490347490348,3.7775291673325877,6.511550103552652,5.795842956120092,7.75,5.5,5.5,5.5
4.440600659602835,5.692857142857143,6.0719111969111985,3.957327792871983,7.239923530348893,5.5602771362586605,5.5,5.5,5.5,5.5
4.425443828503264,5.482142857142858,6.361486486486488,3.827872782483619,7.325951887844511,6.437413394919168,5.5,5.5,5.5,5.5
4.425443828503264,5.996428571428572,5.631756756756756,3.866709285600128,5.763103393340769,5.815242494226327,7.75,5.5,5.5,5.5
4.4153392744368825,4.1035714285714295,9.384652509652511,8.66373661499121,9.251553289788115,8.597690531177829,3.25,5.5,10.0,10.0
4.405234720370501,5.460714285714285,6.347007722007723,3.8149272814447817,7.3216504699697325,6.41108545034642,5.5,5.5,5.5,5.5
4.369868781138166,4.378571428571429,8.469594594594597,7.874061051622183,9.042217619882111,6.92933025404157,3.25,5.5,10.0,10.0
4.359764227071786,4.385714285714286,8.413127413127414,7.0412338181237,8.642185757527482,7.957505773672055,3.25,5.5,10.0,10.0
4.31934601080626,5.50357142857143,6.097972972972974,3.865270896595813,7.113748606021986,5.847113163972286,5.5,5.5,5.5,5.5
4.299136902673498,6.382142857142858,4.939671814671815,2.9936071599808214,5.268440337740959,5.1459584295612,7.75,5.5,3.25,5.5
4.278927794540735,5.964285714285715,5.385617760617761,2.638325075914975,6.157400031862355,5.909468822170901,7.75,5.5,5.5,3.25
4.2334573012420185,6.982142857142858,4.254826254826256,2.63400990890203,4.671977059104668,4.10392609699769,7.75,5.5,3.25,3.25
4.213248193109256,5.642857142857142,5.676640926640927,2.669969634009909,7.290106738888003,5.619861431870669,5.5,5.5,5.5,3.25
4.157673145744159,5.692857142857143,5.482625482625483,3.2625859037877576,6.8169507726621,4.947806004618937,5.5,5.5,5.5,5.5
4.152620868710969,5.017857142857142,6.516409266409266,4.631932235895796,7.1567627847697945,6.268360277136258,5.5,5.5,7.75,7.75
4.152620868710969,3.803571428571429,9.523648648648651,8.686750839060254,9.184164409749881,9.03972286374134,1.0,5.5,10.0,10.0
4.127359483545015,5.932142857142857,5.122104247104248,2.8670289276010865,6.663533535128247,4.4448036951501155,7.75,5.5,3.25,3.25
4.122307206511824,5.757142857142858,5.336389961389962,2.7792871983378613,6.4556316711805,5.344110854503463,7.75,5.5,3.25,3.25
4.091993544312681,5.885714285714286,5.110521235521237,2.8152469234457405,5.701449737135574,5.388452655889145,7.75,5.5,3.25,3.25
4.056627605080346,3.978571428571428,8.654922779922781,6.395397155186192,9.522542615899315,8.42448036951501,1.0,5.5,10.0,7.75
4.041470773980773,5.450000000000001,5.573841698841699,3.032443663097331,6.558865700175243,5.683602771362586,5.5,5.5,5.5,5.5
3.9454775103501514,5.446428571428571,5.368243243243244,3.212242288636727,7.1151824119802445,4.381062355658199,5.5,5.5,3.25,5.5
3.8949547400182447,4.1607142857142865,7.6457528957528975,5.8085344414256035,8.514577027242312,7.069284064665126,3.25,5.5,7.75,7.75
3.824222861553576,4.467857142857143,6.735038610038611,6.385328432155985,6.653496893420423,5.694688221709006,3.25,5.5,7.75,7.75
3.809066030454004,4.521428571428572,6.575772200772201,3.591976985775931,8.569061653656204,6.079907621247113,3.25,5.5,7.75,5.5
3.7534909830889065,5.196428571428571,5.292953667953668,2.835384369506153,6.867133981201212,4.769053117782909,5.5,3.25,3.25,3.25
3.748438706055716,6.325000000000001,3.9898648648648654,2.222630653667892,4.108491317508364,4.28406466512702,7.75,3.25,1.0,1.0
3.743386429022525,4.517857142857143,6.402027027027028,5.138245165414736,6.121554882905848,6.4540415704387994,3.25,3.25,5.5,7.75
3.7080204897901905,5.064285714285715,5.378378378378379,4.18171647754515,6.447028835430938,4.121939953810623,5.5,3.25,3.25,5.5
3.687811381657428,5.125,5.239382239382241,2.766341697299025,6.158833837820614,5.3662817551963045,5.5,3.25,3.25,3.25
3.6625499964914745,4.021428571428572,7.286679536679538,5.91353683874061,7.995539270352078,6.437413394919168,1.0,3.25,7.75,7.75
3.5362430706617083,3.9571428571428573,7.056467181467182,5.696340099089019,7.968296957145133,6.012009237875288,1.0,3.25,7.75,7.75
3.5210862395621363,4.7285714285714295,5.434845559845559,2.7188748601566246,6.507248685677872,5.635103926096997,3.25,3.25,5.5,3.25
3.4756157462634203,4.717857142857143,5.343629343629344,3.108678280326035,6.229090329775371,5.2651270207852185,3.25,3.25,3.25,5.5
3.4554066381306576,4.389285714285714,5.866312741312742,2.695860636087582,8.167595985343317,5.291454965357968,3.25,3.25,5.5,3.25
3.4351975299978954,3.6357142857142857,7.589285714285715,4.1356880294070635,9.27449418512028,7.781524249422632,1.0,3.25,7.75,5.5
3.4149884218651327,6.067857142857143,3.5989382239382235,1.9723509669170527,3.1521427433487332,4.322863741339492,7.75,3.25,1.0,1.0
3.3897270366991794,4.510714285714286,5.456563706563708,2.980661658941985,6.3337581647283745,5.611547344110853,3.25,3.25,5.5,5.5
3.3695179285664167,3.685714285714286,7.221525096525097,4.154387086463162,8.670861876692689,7.2937644341801375,1.0,3.25,7.75,5.5
3.273524664935794,6.014285714285714,3.36438223938224,2.120505034361515,3.1478413254739523,3.515011547344111,7.75,3.25,1.0,1.0
3.253315556803032,5.696428571428571,3.6134169884169887,2.2959884928879655,4.271945196750039,2.971824480369515,5.5,3.25,1.0,3.25
3.1623745702056,4.1535714285714285,5.456563706563708,3.4840978104522935,6.019754659869363,5.432794457274826,3.25,3.25,5.5,5.5
3.152270016139219,4.867857142857144,4.304054054054054,2.4268818922806457,4.495618926238649,4.613856812933025,3.25,3.25,3.25,3.25
3.116904076906884,4.914285714285715,4.152027027027026,2.3391401630174204,4.580213477776008,4.178752886836028,5.5,3.25,3.25,3.25
3.1118517998736936,6.264285714285714,2.869208494208494,2.2197538756592614,2.749243269077585,2.3815242494226325,7.75,3.25,1.0,1.0
3.106799522840503,4.575000000000001,4.587837837837839,2.55346012466038,4.1314322128405285,5.6614318706697455,3.25,3.25,3.25,3.25
3.0108062592098803,4.714285714285714,4.147683397683398,2.913057375739172,3.7543412458180656,4.411547344110854,3.25,3.25,3.25,3.25
3.0108062592098803,3.5357142857142856,6.351351351351353,3.5747163177241488,7.443523976421858,6.534411085450346,1.0,3.25,5.5,5.5
2.9754403199775457,6.125,2.7070463320463323,1.9766661339299985,2.534172375338537,2.3579676674364896,7.75,3.25,1.0,1.0
2.9501789348115923,5.125,3.5135135135135136,2.1809173725427518,3.4346025171260157,3.607852193995381,5.5,3.25,1.0,1.0
2.9350221037120203,4.1000000000000005,4.871621621621621,2.9173725427521178,4.901386012426318,5.378752886836027,3.25,3.25,3.25,3.25
2.8794470563469234,4.003571428571428,4.877413127413128,2.4009908902029724,5.585311454516489,5.234642032332563,1.0,3.25,3.25,3.25
2.8794470563469234,3.2607142857142857,6.627895752895753,4.4607639443822915,7.81487971961128,6.118706697459584,1.0,3.25,7.75,7.75
2.8491333941477794,4.1607142857142865,4.5096525096525095,2.838261147514783,5.033296160586268,4.2896073903002305,3.25,3.25,3.25,3.25
2.8289242860150168,4.889285714285714,3.4773166023166024,2.1161898673485693,3.8045244543571766,3.206004618937644,5.5,3.25,1.0,1.0
2.8137674549154448,4.6535714285714285,3.707528957528958,2.388045389164136,3.40736020391907,3.988914549653579,3.25,3.25,1.0,3.25
2.7986106238158728,5.607142857142858,2.7374517374517375,1.8774172926322517,1.8631511868727095,3.187990762124711,5.5,3.25,1.0,1.0
2.793558346782682,4.396428571428572,3.9840733590733595,1.9018699057056097,4.451170941532578,4.243879907621247,3.25,3.25,1.0,1.0
2.77840151568311,4.892857142857142,3.342664092664093,2.195301262585904,3.2209654293452283,3.308545034642032,5.5,3.25,1.0,1.0
2.737983299417585,4.614285714285715,3.56418918918919,1.9795429119386285,3.764377887525888,3.627251732101617,3.25,1.0,1.0,1.0
2.7329310223843946,4.057142857142857,4.328667953667953,2.849768259549305,4.383782061494344,4.382448036951501,3.25,1.0,3.25,3.25
2.712721914251632,4.914285714285715,3.1602316602316605,2.0543391401630173,2.5470766289628806,3.56905311778291,5.5,1.0,1.0,1.0
2.677355975019297,3.978571428571428,4.2823359073359075,1.4703532044110594,5.968137645371993,4.049884526558891,1.0,1.0,3.25,1.0
2.6470423128201532,4.246428571428572,3.77992277992278,2.3535240530605726,4.0927194519675,3.5662817551963046,3.25,1.0,1.0,3.25
2.6066240965546283,4.4035714285714285,3.4555984555984556,2.1248202013744604,3.926397960809304,3.0203233256351036,3.25,1.0,1.0,1.0
2.5763104343554843,4.4107142857142865,3.3600386100386106,1.9968035799904107,3.130635653974829,3.6369515011547344,3.25,1.0,1.0,1.0
2.566205880289103,3.771428571428572,4.269305019305019,2.238452932715359,5.315755934363549,3.9043879907621237,1.0,1.0,3.25,1.0
